,baseMean,log2FoldChange,lfcSE,pvalue,padj
Ogdh-201,39.3475987662838,2.97730938663126,0.500118646635808,8.34238964425028e-10,3.48692410733605e-08
Swi5-207,36.1532384423976,3.25655310438748,0.545338022981238,9.17246219574219e-10,3.81901507390165e-08
Brd4-203,31.5911080539391,2.10919492080061,0.359543403102565,9.63359589482608e-10,3.99308294228899e-08
Bmi1-201,77.1796581594517,-3.9325976579816,0.649076340930652,9.66488144661271e-10,3.99308294228899e-08
Cd164l2-201,102.288622270166,2.0116286372214,0.338918615600348,9.71335247190511e-10,3.99773303652125e-08
Pabpn1l-201,99.3006880136694,-2.06970185927981,0.353176140319838,1.0031006527709e-09,4.11271267636068e-08
Ckb-201,43.3217092140809,-2.59692327574505,0.455054100207563,1.02489462266694e-09,4.18609050824647e-08
Clk1-201,74.7556019131391,-2.71025164211656,0.455640438221999,1.06244123877192e-09,4.32300901018484e-08
Ccdc47-201,69.674588145298,-2.37848856908301,0.403080825124463,1.07108938697219e-09,4.34175177164349e-08
Arrdc1-202,68.9709013151692,-1.73020026563432,0.295329165442963,1.08290034757015e-09,4.37312614045058e-08
Jak2-202,48.2127286953151,2.39493445954269,0.405075676727993,1.12629994805318e-09,4.51595149113339e-08
Mon1a-201,13.6246414725435,-5.0379086152522,0.89244864328159,1.12667566526136e-09,4.51595149113339e-08
Mvb12b-201,18.8031846938449,-3.73212526329996,0.628284631000822,1.23479822240941e-09,4.93093029930182e-08
2700049A03Rik-203,51.7498815491874,-1.968360895985,0.334102791297184,1.24450106793538e-09,4.94220423677114e-08
Nkiras1-202,45.5738536376444,2.83175979266312,0.484767893633498,1.2468230759309e-09,4.94220423677114e-08
Kmt2d-201,133.112268655987,1.41937513686855,0.240361039589675,1.25328931959239e-09,4.94957127612552e-08
Mtss1-201,33.3654088309423,-2.61144006897741,0.455913793596971,1.31840318931025e-09,5.1876509375717e-08
Kif22-201,58.1936931067337,-2.73422751622188,0.478000046507993,1.34353439092427e-09,5.26724322164545e-08
Tubb6-201,80.4887039475125,-1.72859657698082,0.297339599139086,1.37074673667777e-09,5.35438598014275e-08
Cdc20-201,59.5069934577903,-2.81847007461234,0.479629772405048,1.44133606353507e-09,5.60972173713542e-08
Spag5-201,33.3406246082631,-3.63784282769601,0.624251394412466,1.46799830607196e-09,5.6928656331498e-08
Arpc2-203,27.2910867954974,5.2210363882264,0.959937573680184,1.48862162043458e-09,5.75207677939144e-08
Smu1-201,142.332158653453,-2.10716475398127,0.364969427262719,1.59208659379829e-09,6.12981870630153e-08
Pttg1-206,483.954431067572,1.56613874273157,0.269649608468135,1.633888047314e-09,6.26829478723107e-08
Sec13-201,85.0815435253416,1.7732471864816,0.302881812959608,1.70664924347702e-09,6.52413742826697e-08
Mbtd1-205,43.2098877838259,-2.59882064657556,0.445636183140078,1.72038873220681e-09,6.55333892247005e-08
Nsf-202,82.345204547243,2.10456382928267,0.364259826684759,1.85612509089963e-09,7.04540485033351e-08
Ccdc92-201,11.7603561922107,-3.09360776031413,0.544318511408221,1.95432623219068e-09,7.3920325303494e-08
Jak1-201,44.3289793008802,2.09206964384683,0.362182536003095,2.22293500250718e-09,8.37851501646742e-08
Prpf6-201,62.5226747985014,-2.78525941905846,0.477601541564053,2.24925828905258e-09,8.44808830104994e-08
Cox6a1-201,61.8302761958772,-2.65654059115208,0.47689712062415,2.31778751932511e-09,8.6524775618433e-08
Dennd11-202,17.1792395436585,-2.94733770278917,0.523948823202278,2.31978545690828e-09,8.6524775618433e-08
Magoh-201,147.879817773645,-2.41670884765315,0.419680976805589,2.4742158476926e-09,9.19654900896674e-08
Ranbp2-201,32.5997645129514,2.11302399477845,0.367700877023151,2.51005356592131e-09,9.29758462245748e-08
Lrrc59-201,15.7227317883147,-2.54129640907965,0.451684941794375,2.65216764402659e-09,9.79023533750297e-08
Rpl5-201,198.625247192358,2.75866177418024,0.475414865223509,2.66478486822717e-09,9.80312296386859e-08
Iqgap2-201,46.5357942985368,-3.78045429492287,0.656491195173412,2.74258897317666e-09,1.00549115187248e-07
Fnip1-201,16.3175443407531,3.70755178848302,0.643602857958576,3.12114949483471e-09,1.14038734263654e-07
Gbf1-201,70.2960799940496,-1.57444972636052,0.265267354242009,3.29772726309454e-09,1.20081987322582e-07
Zfand3-202,17.621076013023,-2.51662775908781,0.450048703252334,3.44026613433838e-09,1.24849117618456e-07
Aplp2-201,34.7441830664745,3.80612245870686,0.663126156980742,3.46023338323005e-09,1.2515093266888e-07
Lrr1-201,148.850058671405,-1.81202982704691,0.318902703803137,3.53493706800453e-09,1.2742380531713e-07
Mest-211,46.8574428822169,-3.31569163415233,0.578473411066056,4.07352350051666e-09,1.46347121881438e-07
Orc6-201,118.287738970586,-5.32526249698028,1.2227740801374,4.47604726123339e-09,1.6027233226723e-07
Fgf8-201,16.6614243447522,-3.42089227642011,0.639209556219216,4.8834548344958e-09,1.74279308412471e-07
Crebbp-201,40.9345602898373,1.89904009211335,0.337304960808727,4.96878483033985e-09,1.76737373005002e-07
Slc39a10-201,57.6097642460486,-1.88211851522021,0.332866687062722,5.21163577096376e-09,1.84278300157753e-07
Insig1-201,26.4856889419085,2.84570532082059,0.50772507257408,5.21509991137189e-09,1.84278300157753e-07
H2aw-201,9.33333561925251,-4.41128422873014,0.80643009512293,5.39516787052245e-09,1.90016043492302e-07
Slc6a9-201,38.6335200110231,-1.79902508856143,0.322438614429376,5.7189912270802e-09,2.00762757389855e-07
Sub1-201,220.802243012217,1.18622597710334,0.20940021738609,5.73806060270112e-09,2.00776048841093e-07
Uqcrc2-201,53.4437293133199,3.71090958704661,0.646399800200969,5.9722427076872e-09,2.07661289794259e-07
St13-205,45.1942935713881,4.68201322119754,0.826807185217715,5.97350014396071e-09,2.07661289794259e-07
Zcchc8-204,101.887934674794,-1.48052398900766,0.263812815052719,6.19517180917149e-09,2.14672695400388e-07
Snx8-204,13.9089291948891,-3.09614632621489,0.56897819833303,6.26149984848225e-09,2.16273412772978e-07
Rdh11-203,57.8373801271305,-2.0417936871309,0.37168414137503,6.81565698574258e-09,2.34659574810406e-07
Ddx39b-203,14.9658932424199,-3.63171784508776,0.687017438995613,6.90011190976151e-09,2.36808313529259e-07
Tacc3-202,147.203865178387,2.25931429835874,0.40708220065704,7.26634507010163e-09,2.48583053321757e-07
Mrpl28-201,18.088153477494,-4.4674574674108,0.85730646491576,8.13993473904311e-09,2.77584695132702e-07
Prorp-201,8.38373682434433,-7.57403167907013,2.5672649367112,8.76316347682904e-09,2.97892095152208e-07
Fbxw28-201,111.464181380617,1.79537876391437,0.324717542636121,9.44903733539103e-09,3.20194192608109e-07
Kbtbd7-201,95.9668982348252,-1.60786656172384,0.290572226657078,9.79339912982105e-09,3.30819790731251e-07
Klhl8-201,97.5213656745734,2.39060895227141,0.439804932938578,1.00181176844142e-08,3.36754115188738e-07
Klhdc2-201,61.7959734063431,1.97122909537637,0.359000982910805,1.0031774051424e-08,3.36754115188738e-07
Npm1-201,181.250750250124,-1.48699050312016,0.26725522872397,1.01972357955687e-08,3.41242077619935e-07
Zfp280b-201,22.1934132658543,2.20322971347286,0.404984930273102,1.05681701761262e-08,3.52061803420712e-07
Tcl1b3-201,141.181048335793,-5.10036832986216,0.969236604384173,1.05861071034156e-08,3.52061803420712e-07
Rad50-201,37.4874005139626,2.5142100661745,0.460001515686721,1.07873293208922e-08,3.57646578904395e-07
Pom121-201,37.1848136319838,1.82602326318331,0.334848650945254,1.11871495024441e-08,3.69761107554628e-07
Ier5l-201,28.9809303362665,-2.53373166169505,0.466547683587971,1.16166773484795e-08,3.82780208826279e-07
Ssr3-201,31.2337996992089,-5.20265350517855,1.22815169212711,1.18364483015671e-08,3.88829136560961e-07
Nphp1-201,7.95020834646615,-3.7688931744011,0.702777106145073,1.20335687077127e-08,3.94099375177591e-07
Hspd1-201,46.6144212682316,2.00636658560892,0.36507715148285,1.23053537884937e-08,4.01407402429916e-07
Caprin2-202,33.2340347712436,4.12568414540034,0.734083852982687,1.23314506425128e-08,4.01407402429916e-07
Golgb1-202,23.9327320697994,2.39471453579415,0.440010412833124,1.29804841719125e-08,4.21257888141038e-07
Yipf3-201,7.47389174456372,-5.17439053806886,0.941447593872194,1.33281420778898e-08,4.31237657231001e-07
Rhbdf1-201,26.5987448857684,-4.06168419540345,0.767521977313105,1.36060514253527e-08,4.38907520754169e-07
Rabgap1-201,19.9452847508493,4.10438996201787,0.732783700632729,1.37934157390601e-08,4.43619376853245e-07
Copb2-201,55.9435291180049,2.89598835223492,0.52878780886615,1.38883805696907e-08,4.45340250983932e-07
Trim27-206,41.2216866471441,-1.70355343359274,0.315413735993832,1.44106738703399e-08,4.60712674747593e-07
Dnajb6-203,58.745718380271,1.96528054686017,0.3584404203282,1.45952212159425e-08,4.65228089915889e-07
Specc1l-204,18.4047048385764,3.03057397217925,0.559931875147531,1.46932953020579e-08,4.66968574363035e-07
Rbpms2-201,48.8260851985513,2.24650492037148,0.412266853211361,1.48976421930204e-08,4.72066290375887e-07
Pkd2l2-201,145.571837095911,2.68189397796459,0.492449890174657,1.60129861221373e-08,5.04792083487993e-07
Serf2-204,71.5165622893487,2.41680238749574,0.446996680334681,1.60271416151761e-08,5.04792083487993e-07
Tacc2-203,138.275054505503,1.18404042261795,0.214638065659023,1.60713919710383e-08,5.04792083487993e-07
Spata21-201,10.3042960051153,-3.79241249095299,0.735806171120881,1.61261274819386e-08,5.05034581373133e-07
Tjp1-201,23.1371191600112,2.27719961054496,0.423495835559039,1.72102402851842e-08,5.37419770765838e-07
Trir-201,7.78608225432478,-4.36853116403207,0.846619580417134,1.72666798290503e-08,5.37619347025097e-07
Supt16-201,44.8730756128884,2.25899266177601,0.423550016016584,1.85292487459204e-08,5.75263554996176e-07
Gtpbp6-201,1.78091631789266,-11.9308765319448,4.60307431708553,2.24914007677583e-08,6.95652273521438e-07
Pde3a-201,53.8735559154161,1.49831113842842,0.277170907805804,2.25364914527518e-08,6.95652273521438e-07
Ube3a-203,16.0600969822586,6.52307040049158,2.43712401452742,2.29573904738562e-08,7.05865435484857e-07
Oas1h-201,134.267378387058,2.18060778184598,0.402587346134612,2.29987807130609e-08,7.05865435484857e-07
Dnaja1-210,92.3528620433038,2.48659785770096,0.461376521103631,2.38621481138639e-08,7.30276908943379e-07
Arhgap12-212,58.6397248658009,-1.56345442025599,0.289978949383936,2.59871796156352e-08,7.93051941565776e-07
Nlrp2-201,170.979596152495,2.1154898474603,0.401691988189069,2.87129762466191e-08,8.7375294855859e-07
Tpt1-201,63.0136119486862,2.36992084373183,0.446807195763343,2.88017362571393e-08,8.73978109814097e-07
Atp5b-201,120.352147433872,1.69121972635894,0.318070109631754,2.91801786016139e-08,8.82967545178977e-07
Nusap1-202,65.4324616964298,3.33519460633757,0.62200145690493,2.98643077935084e-08,9.01130321117606e-07
Dennd4c-204,56.4350749138485,-1.69894043418119,0.319054817891748,3.01497874522463e-08,9.07196125523894e-07
Camsap3-201,45.4287292910495,-1.53734692024373,0.287895307990116,3.07237990361363e-08,9.21885612419487e-07
Tpx2-206,72.8405105683793,-1.3403667203361,0.248578005045159,3.12990196091933e-08,9.3652943911408e-07
Eif2s3x-201,28.2203702216078,3.91181246438837,0.717459250063975,3.44424275532539e-08,1.02772376882515e-06
Hspa5-201,122.939054687185,1.91683196981173,0.365632924141428,3.4717898550107e-08,1.03307386765997e-06
Ogt-201,31.1275524147653,-2.74794191335958,0.53594477196093,3.52244111775342e-08,1.04525034494219e-06
Fbxo31-201,8.07728788311222,-3.33872894196319,0.652202935105463,3.57436318015717e-08,1.05773579287185e-06
Ndc80-201,63.0291201084334,-2.25215784582641,0.425916793003474,3.62611459999871e-08,1.07010228113149e-06
Usp15-211,152.734992533539,1.07894778231358,0.200086746479425,3.97653086529016e-08,1.17029848095745e-06
D11Wsu47e-201,7.84232209245794,-3.81653837028139,0.755447463166999,4.00711184401611e-08,1.17607637782571e-06
Thap3-201,3.70880463935488,-7.23870506582414,2.53658374222173,4.22883601456808e-08,1.23776993102153e-06
Cct2-201,61.6138410541373,2.68835815143485,0.511195371425538,4.45755388395414e-08,1.30116966906074e-06
Atp6v1a-202,13.2560021059886,4.75163077257535,0.97584724370839,4.82294209707843e-08,1.40401203270506e-06
Cdk20-201,46.6360927107668,-2.92255889517984,0.579049673247614,4.84735955183081e-08,1.40730638664234e-06
Srf-201,10.7787166407821,-2.86129294077682,0.564389780245358,4.92101115237227e-08,1.42483832341733e-06
Mat2b-201,213.503285318583,1.67809369127722,0.320002385392907,5.12896546990621e-08,1.48105771714335e-06
Nbr1-203,33.5150692625468,-1.96439433876796,0.378038404327141,5.79428416625891e-08,1.66869170278695e-06
Pdpk1-202,21.7664317701904,2.86262800584406,0.552842879560659,5.93243310278059e-08,1.70390899438687e-06
Psma1-201,42.8967463015759,-3.15686181664625,0.610502802925498,5.97453007972247e-08,1.71142405643677e-06
Smn1-201,118.540541213157,-2.22375790140139,0.425057636817682,6.3722628711208e-08,1.82050127025478e-06
Tmbim6-201,64.2976652832481,1.9041381838806,0.366509269976822,6.40677296024456e-08,1.82550544135138e-06
Hivep1-201,78.6053581248883,1.55347343881877,0.299229267486888,6.56572425423673e-08,1.86584682378336e-06
Myo5b-201,94.4637700545154,1.47138201454635,0.281367176494286,6.65464246033997e-08,1.88612583928686e-06
Copb1-201,119.266734585491,-1.24649803195163,0.236411922554997,6.93542447223742e-08,1.96031320055563e-06
Ero1lb-201,13.9617209088599,6.21706427604575,2.38745399117693,6.9528889351303e-08,1.96031320055563e-06
Tent4a-201,23.1150633829107,-2.71484250172376,0.521961428733903,7.02522728673685e-08,1.97552333806616e-06
Atp6v1c1-201,36.1858072699034,2.43288123186468,0.468740922229745,7.48637270181645e-08,2.09970275621181e-06
Arfgef1-201,31.3938576963939,1.80877673916158,0.350557072743523,7.56341740779215e-08,2.11578723423186e-06
Psmd4-202,103.229073607118,-1.35886265906877,0.261190867528214,7.60957450968549e-08,2.12317011384524e-06
Zfp280d-201,18.9848918081194,-5.99163186797195,2.26861172384959,7.91513298724841e-08,2.20270358935291e-06
Spire1-203,88.0947330294729,-2.0721471942426,0.406584326241142,8.56693169077948e-08,2.37793230548716e-06
Ttll4-201,18.3806702059186,-2.08206638787951,0.409093839245606,8.62357431871781e-08,2.38748544669244e-06
Synj1-203,52.0198129296596,1.39660497967203,0.269654415618438,8.7770032471101e-08,2.41815140796792e-06
Slco3a1-201,32.9204182500228,2.92395109618352,0.57524630312352,8.77936184237097e-08,2.41815140796792e-06
Cnot8-202,41.7835799459871,-3.43045241007983,0.6562503865873,8.92550704458582e-08,2.4521175619678e-06
Polr2j-201,98.6736984935455,2.36644201501451,0.46652566555233,9.2456224059011e-08,2.53358356847422e-06
Mknk1-202,29.3618967807271,-6.02581267533156,2.27228156873297,1.00452820730863e-07,2.74571043331026e-06
Rgs2-202,190.887905690369,-1.39379100656052,0.269979397231935,1.08232274889525e-07,2.95084034736873e-06
Orc5-201,99.5466097556639,1.4770130201286,0.286627519077215,1.09372043346441e-07,2.97436579652524e-06
Cdca8-202,72.6837296808306,-1.64229885956687,0.319925703766239,1.10692328219842e-07,3.00266916600391e-06
Lrrc42-201,52.1800099492743,2.17988721171103,0.429728973053614,1.12561431316562e-07,3.04567983678215e-06
Cdc34-201,14.2490138004924,-3.07982007117915,0.606139349857691,1.16273317193096e-07,3.1382109881614e-06
mt-Nd5-201,176.60215568653,1.82505430049649,0.363047612583634,1.18678497614892e-07,3.19509880044904e-06
Farsa-201,21.1710439750165,-4.72339246239802,0.984837226331887,1.22839834664684e-07,3.29886375992008e-06
Dnm1l-202,43.2955572471158,1.90388225656823,0.374133264190172,1.26261225489548e-07,3.3822894868048e-06
Zfp655-202,76.1487897260908,-1.46646149596951,0.285359680925145,1.29957842790144e-07,3.47265459515354e-06
Slc3a2-201,83.801164094448,-1.70020838970318,0.336406501148963,1.34148150592856e-07,3.568008282153e-06
Thoc2-201,38.4065195859316,-3.16023966930033,0.619348449099146,1.34190592626123e-07,3.568008282153e-06
D430042O09Rik-201,16.3620521376209,-3.05872529509223,0.604892811176018,1.35234513839893e-07,3.58688678436576e-06
Arid5b-204,67.7967654777927,2.19008041111783,0.43963699721235,1.43942103191222e-07,3.80843860216775e-06
Aass-201,86.5136047464475,2.30189074303825,0.453052901328738,1.47114948861553e-07,3.88282255693072e-06
Maea-201,78.7413714195327,2.16248839332178,0.431865363198491,1.47602908904023e-07,3.88615305746817e-06
Tmem251-201,10.0084781598527,-7.0224605128856,2.53135322440936,1.5046272185462e-07,3.9517617558981e-06
AU015836-205,128.243053057218,1.36933306864075,0.270263817348057,1.59874973499275e-07,4.18872430568102e-06
Ccdc117-201,63.3500171448856,-1.4252984457098,0.281811987057708,1.61562015142021e-07,4.22262570962431e-06
Fam3c-205,10.2231092250729,6.07939073553389,2.38460227372756,1.67461714387779e-07,4.3661983882367e-06
Ptbp2-201,59.2889287257131,1.86400629356797,0.377406195959478,1.71509855209881e-07,4.45801397144926e-06
Atf6-201,32.6413328466071,-2.63059325223226,0.536543868603943,1.71813236285607e-07,4.45801397144926e-06
Klhl28-203,15.9209619880159,-5.93155956870261,2.28598854681932,1.79328977527613e-07,4.64181175084727e-06
Ubxn4-201,29.6268903429298,4.07291955539596,0.806243266408436,1.87844408727168e-07,4.85053999650779e-06
Rev3l-201,23.4732048396852,2.34497433813387,0.474739322329213,1.91802972136489e-07,4.94088135896922e-06
Gmps-201,48.0547778275768,2.71120613526808,0.540858358168275,1.96495131984011e-07,5.04964284156039e-06
Tsc22d2-201,16.1484280543907,2.2044160147123,0.450048829807954,2.03353740522328e-07,5.21342692288984e-06
Mtbp-201,19.9385724238273,-5.79803738960519,2.24956608433942,2.04871519405598e-07,5.23983300346412e-06
Pard3-219,69.6614627343912,-1.50210910909526,0.299778585290336,2.07445943542297e-07,5.28855026030152e-06
mt-Co2-201,247.59985843337,1.82798667787175,0.371962581934882,2.07760957907954e-07,5.28855026030152e-06
Golga4-201,34.1002746854223,2.35229245210679,0.473546470218303,2.09016488737266e-07,5.3079317305336e-06
Immt-201,32.4910941315164,5.85855875430001,2.31907535817022,2.10549483445917e-07,5.33425129994349e-06
Noc2l-201,12.9122978082309,-2.70491184159722,0.565977981920953,2.16484560439583e-07,5.47171093704e-06
Lnx2-201,34.4607297175708,-1.70319884426075,0.345884999529921,2.22796314997408e-07,5.61802351103792e-06
Hprt-201,49.8390865526222,-5.67421528816479,2.21027925960633,2.24384131239974e-07,5.64481109550304e-06
Atg5-201,38.7240877086393,3.33891628525879,0.66435025812352,2.2745440977851e-07,5.70868053701112e-06
Zfp735-201,54.3105176457284,-2.78119693502964,0.571870370522078,2.31285260991326e-07,5.79129667498561e-06
Fam13c-201,74.9623581094423,-1.8449942226298,0.371617870453829,2.32949312942656e-07,5.81939888286049e-06
Sptlc1-201,37.8001821273814,-1.954313189688,0.393506939465731,2.3869288906974e-07,5.94904643709314e-06
